identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-5.71733E+17,user,Australie,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,701,3205,106.83,8.9,au
5.99124E+18,user,Etats-Unis,en,3,8,20,0,0,0,22,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,139,3205,106.83,8.9,us
8.25235E+17,user,Canada,en,4,7,89,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,11,3205,106.83,8.9,ca
-2.4326E+18,user,Etats-Unis,en,3,9,39,0,0,0,1,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,350,3205,106.83,8.9,us
-4.99318E+18,user,France,fr,3,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,705,3205,106.83,8.9,fr
-1.33099E+18,user,France,fr,4,8,0,0,0,0,2,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,14,3205,106.83,8.9,fr
-8.64996E+18,user,Etats-Unis,en,6,8,7,0,0,0,1,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,616,3205,106.83,8.9,us
4.31865E+18,user,Etats-Unis,en,4,9,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,274,3205,106.83,8.9,us
8.68098E+18,user,Suède,en,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,214,3205,106.83,8.9,se
-3.06181E+18,user,France,fr,4,8,0,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
-8.27893E+18,user,Japon,en,8,10,5,2,0,0,23,4,F,3,miss,FALSE,FALSE,FALSE,TRUE,41,3205,106.83,8.9,jp
-3.44832E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,624,3205,106.83,8.9,us
-6.84746E+18,user,Danemark,en,4,8,1,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,231,3205,106.83,8.9,dk
-4.48019E+18,user,Hong Kong,en,5,8,6,0,1,0,223,3,M,1,mr,TRUE,FALSE,TRUE,TRUE,16,3205,106.83,8.9,hk
-1.56491E+18,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,201,3205,106.83,8.9,fr
5.89207E+18,user,Royaume-Uni,en,3,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,708,3204,106.8,8.9,gb
4.58433E+18,user,Allemagne,de,3,8,0,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,678,3204,106.8,8.9,de
5.1487E+18,user,France,fr,4,13,1,0,0,0,18,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,29,3204,106.8,8.9,fr
1.72537E+18,user,Pays-Bas,en,29,8,33,2,2,100,17,8,F,2,mrs,TRUE,FALSE,TRUE,FALSE,377,3204,106.8,8.9,nl
-8.96831E+18,user,Etats-Unis,en,3,9,0,0,0,0,4,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,59,3204,106.8,8.9,us
-4.31436E+18,user,Royaume-Uni,en,3,9,21,0,0,0,1,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,82,3204,106.8,8.9,gb
8.95476E+17,user,France,fr,5,8,2,0,0,0,3,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,707,3204,106.8,8.9,fr
7.5744E+18,user,France,fr,3,11,4,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,152,3204,106.8,8.9,fr
-7.29322E+18,user,Etats-Unis,en,5,9,6,0,0,0,1,4,F,2,mrs,TRUE,TRUE,FALSE,TRUE,479,3204,106.8,8.9,us
7.01785E+18,user,Allemagne,de,5,8,26,0,0,0,0,5,F,2,mrs,TRUE,FALSE,TRUE,FALSE,15,3204,106.8,8.9,de
-1.38904E+18,user,Royaume-Uni,en,16,9,373,0,5,0,47,7,F,2,mrs,TRUE,FALSE,TRUE,TRUE,362,3204,106.8,8.9,gb
8.31218E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,654,3204,106.8,8.9,fr
6.50818E+18,user,Canada,en,24,9,2,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,107,3204,106.8,8.9,ca
-1.03332E+18,user,Pologne,en,4,8,46,0,0,0,122,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3204,106.8,8.9,pl
6.09083E+18,user,Royaume-Uni,fr,3,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,84,3204,106.8,8.9,gb
8.08287E+18,user,France,fr,5,9,475,0,0,0,9,9,F,3,miss,TRUE,TRUE,FALSE,TRUE,11,3204,106.8,8.9,fr
-9.00289E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,671,3204,106.8,8.9,gb
2.52153E+18,user,France,fr,4,8,1,0,0,0,19,2,M,1,mr,TRUE,TRUE,FALSE,TRUE,105,3204,106.8,8.9,fr
-2.77815E+18,user,Allemagne,de,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,708,3204,106.8,8.9,de
-2.98803E+18,user,Etats-Unis,en,3,8,61,0,0,0,11,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,13,3204,106.8,8.9,us
-2.00077E+18,user,Etats-Unis,en,3,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3204,106.8,8.9,us
4.00384E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,708,3204,106.8,8.9,us
4.65387E+18,user,Allemagne,de,3,8,124,0,0,0,4,4,F,2,mrs,TRUE,FALSE,TRUE,TRUE,14,3204,106.8,8.9,de
7.46838E+18,user,France,fr,5,15,3,0,1,0,8,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,166,3204,106.8,8.9,fr
1.29779E+18,user,Italie,it,3,11,3,1,0,0,6,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,81,3204,106.8,8.9,it
-8.81328E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,651,3204,106.8,8.9,fr
-1.36574E+17,user,Australie,en,4,8,3,0,0,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,628,3204,106.8,8.9,au
-6.85965E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,548,3204,106.8,8.9,gb
7.10001E+18,user,Italie,it,28,133,1513,0,0,0,349,9,F,2,mrs,TRUE,FALSE,TRUE,TRUE,13,3203,106.77,8.9,it
-9.44685E+17,user,Allemagne,de,23,4,32,0,0,0,15,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,65,3203,106.77,8.9,de
1.49879E+18,user,Royaume-Uni,en,37,36,428,0,0,0,31,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,83,3203,106.77,8.9,gb
-8.6607E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,gb
-8.34512E+18,user,Italie,it,3,8,9,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,522,3203,106.77,8.9,it
7.03092E+18,user,Espagne,es,13,9,404,0,0,0,9,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,31,3203,106.77,8.9,es
-2.35847E+18,user,Australie,en,31,8,7,0,0,0,1,3,F,2,mrs,TRUE,FALSE,TRUE,FALSE,279,3203,106.77,8.9,au
6.33137E+17,user,Autriche,en,9,5,6,1,0,0,19,10,F,2,mrs,FALSE,FALSE,FALSE,FALSE,53,3203,106.77,8.9,at
5.87696E+18,user,Etats-Unis,en,11,15,134,0,0,0,9,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,21,3203,106.77,8.9,us
3.44774E+18,user,Etats-Unis,en,4,10,2,0,0,0,6,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,234,3203,106.77,8.9,us
-2.39108E+18,user,Etats-Unis,en,4,8,70,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,40,3203,106.77,8.9,us
-4.07013E+18,user,Espagne,es,7,27,218,0,0,0,55,6,F,2,mrs,FALSE,FALSE,FALSE,FALSE,12,3203,106.77,8.9,es
8.98603E+18,user,France,fr,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,692,3203,106.77,8.9,fr
-2.99611E+17,user,Etats-Unis,en,3,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,us
-2.50468E+18,user,Etats-Unis,en,9,9,21,0,0,0,2,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,395,3203,106.77,8.9,us
-5.14243E+18,user,Australie,en,7,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,au
4.01667E+18,user,Italie,it,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,it
2.16624E+18,user,Canada,en,4,8,0,0,0,0,0,5,F,2,mrs,FALSE,FALSE,FALSE,TRUE,30,3203,106.77,8.9,ca
6.59847E+17,user,Etats-Unis,en,42,16,31,9,11,90,3,5,F,2,mrs,TRUE,FALSE,TRUE,FALSE,21,3203,106.77,8.9,us
-3.0533E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,607,3203,106.77,8.9,us
-4.89459E+18,user,Espagne,es,5,8,1,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,690,3203,106.77,8.9,es
-5.69155E+18,user,Etats-Unis,en,3,8,8,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,521,3203,106.77,8.9,us
6.6597E+18,user,Australie,en,5,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,au
-5.80935E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,19,F,2,mrs,TRUE,FALSE,TRUE,TRUE,652,3203,106.77,8.9,us
-4.37103E+18,user,Etats-Unis,en,18,17,1290,0,0,0,33,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,16,3203,106.77,8.9,us
-1.1323E+18,user,Etats-Unis,en,11,8,49,0,0,0,0,36,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,us
1.8655E+18,user,Etats-Unis,en,3,8,1,0,0,0,3,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,68,3203,106.77,8.9,us
2.57122E+18,user,Etats-Unis,en,3,8,2,0,0,0,6,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,171,3203,106.77,8.9,us
-2.88961E+18,user,Australie,en,4,8,5,0,0,0,3,1,M,1,mr,TRUE,TRUE,TRUE,TRUE,646,3203,106.77,8.9,au
6.13902E+18,user,Hong Kong,en,10,24,134,0,0,0,251,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,356,3203,106.77,8.9,hk
-4.56525E+18,user,France,fr,3,8,1,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,553,3203,106.77,8.9,fr
6.02123E+18,user,Hong Kong,en,3,8,22,0,0,0,19,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,224,3203,106.77,8.9,hk
5.4086E+18,user,France,fr,4,10,1,0,0,0,1,5,F,2,mrs,FALSE,FALSE,FALSE,TRUE,60,3203,106.77,8.9,fr
2.58496E+18,user,Italie,it,28,11,12,0,1,0,3,57,M,1,mr,TRUE,FALSE,TRUE,FALSE,11,3203,106.77,8.9,it
8.54196E+18,user,France,fr,11,8,48,4,7,100,1,2,F,2,mrs,FALSE,FALSE,FALSE,FALSE,11,3203,106.77,8.9,fr
5.6688E+17,user,France,fr,4,8,0,0,0,0,1,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,314,3203,106.77,8.9,fr
7.38572E+18,user,Finlande,en,5,8,2,0,0,0,0,13,F,2,mrs,FALSE,FALSE,FALSE,TRUE,544,3203,106.77,8.9,fi
-3.64089E+18,user,Suède,en,3,8,33,0,0,0,7,4,F,2,mrs,FALSE,FALSE,FALSE,TRUE,17,3203,106.77,8.9,se
-7.8098E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,690,3203,106.77,8.9,de
6.74751E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,fr
3.89614E+18,user,France,fr,4,1,0,0,0,0,120,3,M,1,mr,TRUE,FALSE,TRUE,TRUE,607,3203,106.77,8.9,fr
-1.86104E+18,user,Italie,it,3,8,35,0,0,0,12,2,F,2,mrs,TRUE,FALSE,TRUE,FALSE,12,3203,106.77,8.9,it
-7.06199E+18,user,Allemagne,de,10,14,42,0,1,0,5,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,85,3203,106.77,8.9,de
6.30038E+18,user,Allemagne,de,3,8,11,0,0,0,2,4,F,2,mrs,FALSE,FALSE,FALSE,TRUE,102,3203,106.77,8.9,de
-5.41392E+18,user,Italie,en,6,8,1,0,0,0,4,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,683,3203,106.77,8.9,it
2.32055E+18,user,Finlande,en,5,8,40,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,13,3203,106.77,8.9,fi
-4.19604E+18,user,France,fr,3,9,38,4,1,0,33,3,M,1,mr,FALSE,FALSE,FALSE,FALSE,16,3203,106.77,8.9,fr
-4.4336E+18,user,Pays-Bas,en,10,48,191,0,1,0,11,6,F,2,mrs,FALSE,FALSE,FALSE,TRUE,12,3203,106.77,8.9,nl
3.84266E+17,user,Allemagne,de,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,de
-1.90909E+17,user,Italie,en,6,12,0,0,1,0,1,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,488,3203,106.77,8.9,it
2.61602E+18,user,Espagne,es,7,8,0,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,473,3203,106.77,8.9,es
-1.50167E+18,user,France,fr,5,8,8,0,0,0,179,27,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,fr
6.03503E+18,user,France,fr,6,13,7,0,0,0,5,5,F,2,mrs,FALSE,FALSE,FALSE,FALSE,11,3203,106.77,8.9,fr
-4.48649E+18,user,France,fr,3,8,0,1,0,0,4,1,F,2,mrs,FALSE,FALSE,FALSE,FALSE,21,3203,106.77,8.9,fr
2.28731E+18,user,Pologne,en,3,8,0,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,28,3203,106.77,8.9,pl
-4.82658E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,144,3203,106.77,8.9,us
4.46676E+18,user,Etats-Unis,en,3,9,7,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,us
5.9893E+18,user,France,en,3,8,0,0,0,0,0,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,16,3203,106.77,8.9,fr
-6.94688E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,475,3203,106.77,8.9,de
-5.3515E+18,user,Royaume-Uni,en,3,8,26,0,0,0,10,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,22,3203,106.77,8.9,gb
-7.33763E+18,user,Espagne,en,25,30,410,3,2,100,45,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,es
-2.149E+18,user,Allemagne,de,3,8,97,0,0,0,8,5,M,1,mr,TRUE,FALSE,TRUE,TRUE,28,3203,106.77,8.9,de
4.96629E+18,user,Allemagne,de,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,de
-1.84117E+18,user,Espagne,es,5,9,0,0,0,0,0,1,M,1,mr,TRUE,TRUE,FALSE,FALSE,57,3203,106.77,8.9,es
-8.25233E+18,user,Allemagne,de,22,8,8,0,0,0,1,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,625,3203,106.77,8.9,de
3.40511E+18,user,France,fr,3,8,2,0,0,0,0,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,155,3203,106.77,8.9,fr
9.2102E+17,user,Chine,en,5,8,16,0,0,0,1,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,22,3203,106.77,8.9,cn
6.41068E+18,user,France,en,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,671,3203,106.77,8.9,fr
2.48724E+18,user,Italie,it,5,8,0,0,0,0,0,3,M,1,mr,FALSE,FALSE,FALSE,TRUE,184,3203,106.77,8.9,it
-2.6384E+18,user,Norvège,en,3,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,46,3203,106.77,8.9,no
6.9747E+18,user,Suisse,de,4,9,145,0,0,0,165,3,F,2,mrs,FALSE,FALSE,FALSE,TRUE,14,3203,106.77,8.9,ch
-1.11647E+18,user,Royaume-Uni,en,3,8,0,0,0,0,2,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,692,3203,106.77,8.9,gb
-8.95353E+18,user,Australie,en,5,8,0,0,0,0,0,2,M,1,mr,TRUE,FALSE,TRUE,TRUE,685,3203,106.77,8.9,au
7.67539E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,677,3203,106.77,8.9,gb
7.79109E+18,user,Irlande,en,3,9,35,0,0,0,40,4,M,1,mr,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,ie
-8.5277E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,218,3203,106.77,8.9,fr
3.82662E+18,user,Italie,it,5,8,12,0,0,0,69,13,F,2,mrs,TRUE,TRUE,FALSE,TRUE,19,3203,106.77,8.9,it
8.08727E+18,user,Pays-Bas,en,4,8,21,0,0,0,1,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,169,3203,106.77,8.9,nl
-4.36047E+18,user,Espagne,es,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,595,3203,106.77,8.9,es
1.41395E+18,user,Etats-Unis,en,3,8,0,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,666,3203,106.77,8.9,us
-5.51611E+18,user,France,fr,3,8,39,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,449,3203,106.77,8.9,fr
6.3141E+18,user,Belgique,en,7,8,1,0,0,0,5,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,657,3203,106.77,8.9,be
1.60559E+18,user,Royaume-Uni,en,3,9,24,0,0,0,1,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,118,3203,106.77,8.9,gb
-2.68236E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,544,3203,106.77,8.9,gb
8.22495E+18,user,Allemagne,de,3,9,1,0,0,0,10,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,115,3203,106.77,8.9,de
6.87094E+18,user,France,fr,137,13,60,33,163,94,10,3,F,2,mrs,TRUE,FALSE,TRUE,FALSE,11,3203,106.77,8.9,fr
9.17314E+18,user,Royaume-Uni,en,4,8,9,0,1,0,0,2,F,3,miss,FALSE,FALSE,FALSE,TRUE,642,3203,106.77,8.9,gb
-7.04009E+18,user,France,fr,5,8,4,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,337,3203,106.77,8.9,fr
-6.57735E+18,user,Espagne,es,5,8,0,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,536,3203,106.77,8.9,es
2.95121E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,690,3203,106.77,8.9,fr
-8.20181E+17,user,Italie,it,5,8,0,0,0,0,1,4,F,2,mrs,FALSE,FALSE,FALSE,TRUE,693,3203,106.77,8.9,it
-2.10459E+18,user,Allemagne,de,6,9,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,de
-8.27526E+18,user,Allemagne,de,4,8,0,0,0,0,2,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,49,3203,106.77,8.9,de
-5.42697E+18,user,France,fr,3,8,6,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,28,3203,106.77,8.9,fr
2.45637E+18,user,Danemark,en,6,8,11,0,0,0,2,2,M,1,mr,TRUE,FALSE,TRUE,TRUE,17,3203,106.77,8.9,dk
7.70016E+18,user,Espagne,es,3,8,9,0,0,0,2,4,M,1,mr,TRUE,TRUE,FALSE,TRUE,13,3203,106.77,8.9,es
9.18439E+17,user,France,fr,4,9,0,3,2,100,3,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,31,3203,106.77,8.9,fr
-4.66771E+18,user,Allemagne,de,7,6,413,0,0,0,1,4,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3203,106.77,8.9,de
-3.66193E+18,user,France,fr,4,8,0,0,0,0,9,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,16,3203,106.77,8.9,fr
5.49335E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,699,3203,106.77,8.9,gb
4.47147E+18,user,Australie,en,8,8,29,0,0,0,55,13,F,2,mrs,TRUE,FALSE,TRUE,TRUE,410,3203,106.77,8.9,au
-7.62719E+18,user,Etats-Unis,en,5,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,706,3203,106.77,8.9,us
-3.93779E+18,user,Suède,en,3,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,222,3203,106.77,8.9,se
-3.61613E+18,user,Royaume-Uni,en,5,8,8,0,0,0,13,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,22,3203,106.77,8.9,gb
7.36953E+18,user,Allemagne,de,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,705,3203,106.77,8.9,de
3.36139E+18,user,Allemagne,de,22,8,1,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,FALSE,599,3203,106.77,8.9,de
7.96678E+16,user,Allemagne,de,5,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,627,3203,106.77,8.9,de
6.98456E+18,user,France,it,7,8,1,2,12,83,0,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,14,3203,106.77,8.9,fr
5.77386E+18,user,Royaume-Uni,en,8,9,145,0,0,0,503,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,24,3203,106.77,8.9,gb
5.61339E+18,user,Finlande,en,6,8,6,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,16,3203,106.77,8.9,fi
1.38416E+17,user,France,en,4,9,123,1,1,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,28,3203,106.77,8.9,fr
-5.99317E+17,user,France,fr,3,8,20,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,54,3203,106.77,8.9,fr
7.79259E+18,user,Allemagne,de,3,9,31,0,0,0,5,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,159,3203,106.77,8.9,de
1.01238E+18,user,Pays-Bas,en,71,9,22,0,18,66,14,11,F,2,mrs,TRUE,TRUE,FALSE,FALSE,14,3203,106.77,8.9,nl
3.16892E+18,user,France,fr,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,707,3203,106.77,8.9,fr
-9.16566E+18,user,Royaume-Uni,en,3,8,0,0,0,0,1,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,685,3203,106.77,8.9,gb
-6.86643E+18,user,Royaume-Uni,en,3,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,104,3203,106.77,8.9,gb
-3.75413E+18,user,France,fr,3,8,2,0,0,0,38,2,F,2,mrs,FALSE,FALSE,FALSE,FALSE,11,3203,106.77,8.9,fr
-3.67081E+18,user,Italie,it,6,10,36,5,1,0,1,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,11,3203,106.77,8.9,it
8.45853E+18,user,Allemagne,de,4,8,2,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,17,3203,106.77,8.9,de
